"doc_id","countryname","partyname","partyabbrev","party","parfam","rile","date","year","token_count","pop_anti_elitism","pop_people_centrism","pop_manichean","populism_overall","pop_ideology_overall","pop_ideology_left","pop_ideology_right","pop_ideology_centrist","lib_political","lib_social","lib_economic","lib_financial_market","liberalism_overall","pop_ideology_direction","pop_anti_elitism_sonnet","pop_people_centrism_sonnet","pop_manichean_sonnet","populism_overall_sonnet","pop_ideology_overall_sonnet","pop_ideology_left_sonnet","pop_ideology_right_sonnet","pop_ideology_centrist_sonnet","lib_political_sonnet","lib_social_sonnet","lib_economic_sonnet","lib_financial_market_sonnet","liberalism_overall_sonnet","pop_anti_elitism_gpt41mini","pop_people_centrism_gpt41mini","pop_manichean_gpt41mini","populism_overall_gpt41mini","pop_ideology_overall_gpt41mini","pop_ideology_left_gpt41mini","pop_ideology_right_gpt41mini","pop_ideology_centrist_gpt41mini","lib_political_gpt41mini","lib_social_gpt41mini","lib_economic_gpt41mini","lib_financial_market_gpt41mini","liberalism_overall_gpt41mini","pop_anti_elitism_gemini","pop_people_centrism_gemini","pop_manichean_gemini","populism_overall_gemini","pop_ideology_overall_gemini","pop_ideology_left_gemini","pop_ideology_right_gemini","pop_ideology_centrist_gemini","lib_political_gemini","lib_social_gemini","lib_economic_gemini","lib_financial_market_gemini","liberalism_overall_gemini"
"63110_201309","Australia","Australian Greens","",63110,10,-33.977,2013-09-01,2013,8116.5,7.667,6.667,6,6.667,7.667,8.333,1,3.5,7.667,9,5,4,6.667,-0.571417439414011,8,7,6,7,8,9,1,2,7,9,4,3,6,7,6,6,6,7,8,,5,8,9,8,7,8,8,7,6,7,8,8,,,8,9,3,2,6
"63110_201607","Australia","Australian Greens","",63110,10,-23.218,2016-07-01,2016,8465.25,6.667,6,5,6,7,8,1.5,4.5,8.333,9,8,6,7.333,-0.464285714285714,7,6,5,6,7,8,1,2,8,9,,5,7,7,6,5,6,7,8,2,7,9,9,8,7,8,6,6,5,6,7,8,,,8,9,,,7
"63110_201905","Australia","Australian Greens","",63110,10,-32.872,2019-05-01,2019,12614.25,8.667,8,7.667,8,8.333,8.667,1,4.5,8,9,4.333,3.667,6.5,-0.541187266181972,9,9,8,9,9,9,1,2,7,9,3,2,,9,8,8,8,8,9,,7,9,9,8,7,8,8,7,7,7,8,8,,,8,9,2,2,5
"63110_202205","Australia","Australian Greens","",63110,10,-31.383,2022-05-01,2022,52154.25,7.123,6.101,6.356,6.148,7.14,7.957,1.5,3.16,8.012,8.794,4.744,4.186,6.871,-0.51176983435048,7.218,6,6.027,6.218,7,8,1,2,7.207,8.383,3.617,3.218,6,7.514,6.514,7.029,6.771,7,8.257,2,4.321,8.614,9,8,7.34,8.205,6.636,5.789,6.014,5.455,7.42,7.614,,,8.216,9,2.614,2,6.409
"63320_196112","Australia","Australian Labor Party","ALP",63320,30,6.9,1961-12-01,1961,2010,3.667,2.5,2.5,2.333,3.5,4.5,1.5,2.5,6,3.5,5,5,4.5,-0.352941176470588,4,3,3,3,4,5,2,2,5,4,,,,3,2,2,2,3,4,1,3,6,,5,5,5,4,,,2,,,,,7,3,,,4
"63320_196311","Australia","Australian Labor Party","ALP",63320,30,-24.4,1963-11-01,1963,2859,5.333,5.333,4,4.667,5.333,6.667,1.5,4.5,6.667,6.667,5.5,4.333,6.5,-0.407910318149522,6,6,5,5,6,7,1,3,5,6,,4,,6,5,4,5,5,7,2,6,7,7,7,6,7,4,5,3,4,5,6,,,8,7,4,3,6
"63320_196611","Australia","Australian Labor Party","ALP",63320,30,-14.7,1966-11-01,1966,3602.25,5.667,5,5,5,5.667,6.667,5,3.5,7.333,7,4.333,3.333,5,-0.109909672314894,6,6,5,5,6,7,4,2,6,,4,3,4,7,6,7,7,6,7,6,5,8,7,7,5,7,4,3,3,3,5,6,5,,8,,2,2,4
"63320_196910","Australia","Australian Labor Party","ALP",63320,30,-24.6,1969-10-01,1969,7018.5,5.667,6.667,4.667,5.667,6,7,1,4.5,7.667,8,4.667,4.333,6.333,-0.48,6,7,5,6,6,7,1,2,7,8,4,4,6,8,9,7,8,7,8,,7,8,8,7,6,7,3,4,2,3,5,6,,,8,8,3,3,6
"63320_197212","Australia","Australian Labor Party","ALP",63320,30,-24.3,1972-12-01,1972,8377.5,5.667,6.667,4.667,5.667,6,7,2.5,4.5,7.667,8.667,4.667,3,6.667,-0.321428571428571,6,7,5,6,6,7,2,3,7,8,4,3,6,7,8,6,7,7,8,3,6,8,9,7,,8,4,5,3,4,5,6,,,8,9,3,3,6
"63320_197512","Australia","Australian Labor Party","ALP",63320,30,-18,1975-12-01,1975,6309.75,6.333,6.667,6.667,6.667,5.667,6.333,3,5,8.667,7.667,5.5,4,7,-0.232540291634689,7,8,7,7,6,7,1,4,9,8,5,4,7,9,8,9,9,6,7,5,6,8,7,6,,7,3,4,4,4,5,5,,,9,8,,,7
"63320_197712","Australia","Australian Labor Party","ALP",63320,30,-11.4,1977-12-01,1977,4635.75,5.667,6.667,5,5.667,6,6.667,1,4,7.667,7.667,7,5.667,6.667,-0.485728979172024,6,7,5,6,6,7,1,2,7,8,,5,6,7,8,7,7,7,7,,6,8,7,7,6,7,4,5,3,4,5,6,,,8,8,,6,7
"63320_198010","Australia","Australian Labor Party","ALP",63320,30,1.9,1980-10-01,1980,3720,5.333,6,3.667,5,5.667,6.667,1.5,5,8,8,5,3,6.667,-0.392420445052024,6,6,4,5,6,7,1,3,8,8,4,3,6,6,7,4,6,6,7,2,7,8,8,7,,7,4,5,3,4,5,6,,,8,8,4,,7
"63320_198303","Australia","Australian Labor Party","ALP",63320,30,6.9,1983-03-01,1983,6360.75,5.333,5.667,4.333,4.667,5.333,6.333,1.5,4.5,7.667,8,5.5,3.667,6,-0.391875456093408,6,7,5,5,6,7,1,3,7,8,,3,5,7,6,6,6,6,7,2,6,8,8,7,6,7,3,4,2,3,4,5,,,8,8,4,2,6
"63320_198412","Australia","Australian Labor Party","ALP",63320,30,8.6,1984-12-01,1984,7273.5,3,5.667,3.5,3.333,4,5.5,1,4.667,7.667,8,7,7,7.667,-0.402973045580729,3,6,3,3,4,5,1,3,7,8,6,6,7,3,7,4,5,5,6,,7,8,8,8,7,8,,4,,2,3,,,4,8,8,7,8,8
"63320_198707","Australia","Australian Labor Party","ALP",63320,30,-4.5,1987-07-01,1987,3079.5,3,6.333,3.333,4,4.667,5.667,1,4,7.667,8.333,7,6.5,7.667,-0.437517577575701,4,7,5,5,5,6,1,3,7,8,6,6,7,3,8,4,5,6,7,,6,8,9,8,7,8,2,4,1,2,3,4,,3,8,8,7,,8
"63320_199003","Australia","Australian Labor Party","ALP",63320,30,-14.9,1990-03-01,1990,7344.75,3,4,3,3.333,4,5.333,1,3.5,7.667,8,7.333,6.333,7.667,-0.440659005390013,4,5,4,4,4,5,1,2,7,8,6,5,7,3,4,4,4,5,7,,5,8,8,8,7,8,2,3,1,2,3,4,,,8,8,8,7,8
"63320_199303","Australia","Australian Labor Party","ALP",63320,30,-0.165,1993-03-01,1993,9927,2.5,6,3,3.5,4,6,1.5,4,7.333,8.333,7,6.333,7.333,-0.391304347826087,3,5,3,3,4,6,1,3,6,7,6,6,6,2,7,3,4,4,6,2,5,8,9,8,7,8,,,,,,,,,8,9,7,6,8
"63320_199603","Australia","Australian Labor Party","ALP",63320,30,8.345,1996-03-01,1996,38175.75,2.579,3.237,2.619,2.723,2.911,3.195,1.847,3.02,7.5,7.821,7.338,6.667,7.5,-0.167204167700323,2.737,3.474,2.237,2.474,2.474,3.737,1,2,6.5,7.237,7,6,6.5,2,3,3,2.694,3.347,2.653,2.694,4.041,8,7.731,7.269,7,8,3,,,3,,,,,8,8.493,7.747,7,8
"63320_199810","Australia","Australian Labor Party","ALP",63320,30,29.255,1998-10-01,1998,2480.25,5.333,6,4.667,5,5.667,6.667,1,4.5,7,7,5.5,,6.333,-0.46576806114901,5,7,5,5,6,7,1,3,5,6,4,,5,7,6,6,6,6,7,,6,8,7,7,,7,4,5,3,4,5,6,,,8,8,,,7
"63320_200111","Australia","Australian Labor Party","ALP",63320,30,3.887,2001-11-01,2001,3234.75,5.333,6.333,4.333,5.333,5.667,6.667,2,4.5,7.333,7.667,7,4,6,-0.354446722867776,6,7,5,6,6,7,1,3,6,7,,3,5,6,7,5,6,6,7,,6,8,8,7,6,7,4,5,3,4,5,6,3,,8,8,,3,6
"63320_200410","Australia","Australian Labor Party","ALP",63320,30,-11.749,2004-10-01,2004,3860.25,5.667,8,4.667,6,6.333,7.333,1,5,7.333,7,6,5,6.333,-0.474986874671867,6,7,5,6,6,7,1,3,6,6,5,4,5,7,9,6,7,7,8,,7,8,7,7,6,7,4,8,3,5,6,7,,,8,8,6,,7
"63320_200711","Australia","Australian Labor Party","ALP",63320,30,5.674,2007-11-01,2007,3234.75,5.667,6.667,4.667,5.667,5.333,6.333,1,5,7,6.667,6.333,6,7,-0.432417092353847,6,7,5,6,5,6,1,4,6,5,6,6,6,7,8,6,7,6,7,,6,8,8,7,,8,4,5,3,4,5,6,,,7,7,6,,7
"63320_201008","Australia","Australian Labor Party","ALP",63320,30,-34.113,2010-08-01,2010,8967.75,2.5,4.5,2,2.5,3.5,5.5,1,2,7.667,8.333,7,7,7.667,-0.529411764705882,2,4,2,2,3,5,1,2,7,8,6,6,7,,,,,,,,,9,9,8,8,9,3,5,2,3,4,6,,,7,8,7,7,7
"63320_201309","Australia","Australian Labor Party","ALP",63320,30,-17.108,2013-09-01,2013,8627.25,2,3.5,3,2.5,4.5,6,,4,7.667,9,8,6,7.667,,2,4,3,3,4,6,,3,7,9,,5,7,2,3,,2,5,6,,5,8,9,8,7,8,,,,,,,,,8,9,,,8
"63320_201607","Australia","Australian Labor Party","ALP",63320,30,-34.397,2016-07-01,2016,91935,4.237,5.396,3.485,4.182,5.103,6.122,1.5,4.163,7.317,8.026,6.279,5.774,6.965,-0.392193466270683,4.852,5.588,3.955,4.508,5.086,5.967,1,2.326,6.455,7.6,4.934,4.991,5.876,4.2,5.6,3.667,4.6,6,7.4,2,6,8.115,8.223,7.675,6.75,8.006,3.66,5,2.833,3.438,4.222,5,,,7.382,8.254,6.229,5.58,7.013
"63320_201905","Australia","Australian Labor Party","ALP",63320,30,-30.616,2019-05-01,2019,50655.75,6.17,5.249,4.74,5.038,5.696,6.828,1.879,3.843,7.393,7.939,5.74,5.312,6.472,-0.394342629482072,6.474,5.659,4.659,5.474,5.659,6.659,1.412,2.477,6.574,7.409,5,4.714,5.801,7.012,5.814,5.522,5.814,6.012,7.407,2.346,5.209,7.802,8.198,7,6.802,7.198,5.023,4.275,4.038,3.826,5.419,6.419,,,7.802,8.209,5.221,4.419,6.419
"63320_202205","Australia","Australian Labor Party","ALP",63320,30,-15.918,2022-05-01,2022,15482.25,5.005,4.355,3.342,4.18,4.837,6.004,1.5,4.263,7.522,8.009,5.51,5.667,7.013,-0.382765360754653,5,5.051,3.526,4.526,4.526,5.526,1,2.526,7.051,7.526,4,5,6.526,6.5,5.5,4.5,5.5,5.5,7,2,6,8,8.5,7.5,7,8,3.514,2.514,2,2.514,4.486,5.486,,,7.514,8,5.029,5,6.514
"63321_199603","Australia","Australian Democrats","AD",63321,30,-10.646,1996-03-01,1996,6474.75,5.333,4.333,4,4.333,4.667,6,2,4.5,7.667,8.667,5,4.5,6.667,-0.32,6,5,4,5,5,6,2,3,7,8,,,6,6,5,4,5,5,7,2,6,8,9,7,7,8,4,3,,3,4,5,,,8,9,3,2,6
"63321_199810","Australia","Australian Democrats","AD",63321,30,56.566,1998-10-01,1998,1313.25,3.5,6,5.5,4.333,4.667,6.5,1.5,5,7.667,8.667,5.5,5.667,7,-0.384615384615385,4,6,5,5,5,6,1,3,7,8,,5,6,3,7,6,5,6,7,2,8,8,9,7,6,8,,5,,3,3,,,4,8,9,4,6,7
"63321_200111","Australia","Australian Democrats","AD",63321,30,-23.642,2001-11-01,2001,3660,4,4.333,3,3.667,4.667,6,1.5,4.333,7.667,8.333,5,6,6.667,-0.38029240260289,6,5,4,5,6,7,1,4,7,8,,,6,3,6,2,4,5,7,2,6,8,8,7,6,7,3,2,,2,3,4,,3,8,9,3,,7
"63330_196112","Australia","Democratic Labor Party","DLP",63330,30,30.8,1961-12-01,1961,834.75,7,5.5,8.667,7,7,3.5,8,3,6,6.667,6.333,4.5,7,0.310344827586207,7,6,9,7,7,4,8,2,4,5,5,5,,7,5,9,7,6,3,8,4,6,7,7,,7,7,,8,7,8,,8,,8,8,7,4,7
"63330_196311","Australia","Democratic Labor Party","DLP",63330,30,7.1,1963-11-01,1963,4015.5,5.333,4.333,6.333,5.333,5.5,3.5,6.5,4,8,6.333,6.5,5,6.5,0.214285714285714,6,5,7,6,6,4,7,3,,5,,5,,7,6,8,7,5,3,6,5,8,7,7,6,7,3,2,4,3,,,,,8,7,6,4,6
"63330_196611","Australia","Democratic Labor Party","DLP",63330,30,6.7,1966-11-01,1966,5559.75,5.667,5,6.667,5.667,6,5,6.667,4,7,6.667,6.5,4.5,6.333,0.10640199144699,6,6,7,6,6,4,7,3,6,6,,4,5,7,6,8,7,6,6,7,5,7,7,7,,7,4,3,5,4,6,,6,,8,7,6,5,7
"63330_196910","Australia","Democratic Labor Party","DLP",63330,30,20.6,1969-10-01,1969,1228.5,3,3,2,3,4,3,6,2,5.5,4.5,6,3.5,5,0.272727272727273,3,3,2,3,4,3,6,2,5,4,5,4,5,,,,,,,,,6,5,7,,6,,,,,,,,,,,,3,4
"63330_197212","Australia","Democratic Labor Party","DLP",63330,30,-9.6,1972-12-01,1972,2183.25,4.333,4.5,6,5,5.667,3,6.667,3,5.333,3.333,4.667,3.333,4.333,0.289492381779427,5,5,6,5,6,2,7,,5,3,4,3,4,3,4,5,4,4,4,6,3,6,5,6,4,5,5,,7,6,7,,7,,5,2,4,3,4
"63330_197405","Australia","Democratic Labor Party","DLP",63330,30,21.7,1974-05-01,1974,2991.75,4.667,4.333,4.333,4.667,4.333,2,6,3.667,7.667,7.333,7.667,4.667,7,0.342847347218651,4,5,5,5,5,1,6,2,7,7,7,5,7,7,6,7,7,6,3,6,7,8,7,8,6,7,3,2,1,2,2,,,2,8,8,8,3,7
"63330_197512","Australia","Democratic Labor Party","DLP",63330,30,1.7,1975-12-01,1975,4091.25,8.333,7,7.667,7.667,7,2.5,7.333,4,5.333,6,7,4.667,6,0.349381912817176,8,7,7,7,7,2,7,3,4,,6,5,,9,7,8,8,6,3,7,5,4,5,7,3,5,8,7,8,8,8,,8,,8,7,8,6,7
"63330_197712","Australia","Democratic Labor Party","DLP",63330,30,-10.7,1977-12-01,1977,789.75,4.333,4.5,4,3.667,5,5.5,4.5,4.5,5,6,4.5,6,5,-0.0689655172413793,3,4,4,4,4,5,4,3,5,6,,6,,6,5,4,5,6,6,5,6,5,5,6,,5,4,,,2,,,,,5,7,3,,5
"63410_201309","Australia","Palmer United Party","PUP",63410,40,8.482,2013-09-01,2013,3270.75,6.667,6.333,5,5.667,5.333,4.333,5.667,6,8.667,7.667,8,6.5,8,0.083375,6,7,5,5,5,4,5,6,8,7,7,6,7,7,6,5,6,6,5,7,6,9,8,8,7,8,7,6,5,6,5,4,5,6,9,8,9,,9
"63620_196112","Australia","Liberal Party of Australia","LPA",63620,60,38.8,1961-12-01,1961,3507,3,2.667,3,2.333,3,1.5,3.5,3,7.333,6.5,7.667,6.667,7.333,0.25,3,4,3,3,3,1,4,2,7,,7,7,7,3,2,3,3,3,2,3,4,7,6,8,6,7,,2,,1,,,,,8,7,8,7,8
"63620_196311","Australia","Liberal Party of Australia","LPA",63620,60,-10.7,1963-11-01,1963,2954.25,2.333,3.5,3,2.667,3,1,2.5,3,7.667,7,7.667,6.667,7.667,0.230769230769231,2,4,3,3,3,0,4,2,7,6,7,6,7,2,3,3,3,3,2,1,4,8,7,8,7,8,3,,,2,,,,,8,8,8,7,8
"63620_196611","Australia","Liberal Party of Australia","LPA",63620,60,-20,1966-11-01,1966,3367.5,2.667,3.667,2.667,3,3,1.5,4,3.5,7.333,7,6.667,6.333,7,0.277777777777778,3,4,3,3,3,1,5,3,6,6,6,6,6,2,3,3,3,3,2,3,4,8,7,7,6,7,3,4,2,3,3,,4,,8,8,7,7,8
"63620_196910","Australia","Liberal Party of Australia","LPA",63620,60,0.2,1969-10-01,1969,4302,2.5,3,3,3,4,1.5,4.5,3.5,7.333,7.333,7.333,6.333,7.333,0.315789473684211,2,4,3,3,4,1,5,2,6,6,6,5,6,3,2,3,3,4,2,4,5,8,7,8,7,8,,,,,,,,,8,9,8,7,8
"63620_197212","Australia","Liberal Party of Australia","LPA",63620,60,6.8,1972-12-01,1972,5442,2,3,3,2.667,3,1.5,3.667,4,8,7,7.667,6.333,7.667,0.236391403948947,3,4,4,3,3,1,4,3,7,6,7,6,7,2,3,3,3,4,2,4,5,8,7,8,7,8,1,2,2,2,2,,3,,9,8,8,6,8
"63620_197405","Australia","Liberal Party of Australia","LPA",63620,60,29.3,1974-05-01,1974,3030.75,3.5,3.333,3.667,3.333,3.333,1.5,3.667,3.5,7.667,7,7.333,4.667,6.667,0.250028845044421,,5,5,4,4,1,5,3,7,6,6,5,6,3,2,4,3,3,2,3,4,8,7,8,6,7,4,3,2,3,3,,3,,8,8,8,3,7
"63620_197512","Australia","Liberal Party of Australia","LPA",63620,60,31.1,1975-12-01,1975,2447.25,5.667,5.333,5.333,5.333,5,2,5.333,4.5,7.333,6.667,8.667,6.667,7.667,0.281669906194541,6,7,6,6,6,1,7,2,6,6,8,7,7,7,6,7,7,6,3,6,7,8,7,9,6,8,4,3,3,3,3,,3,,8,7,9,7,8
"63620_197712","Australia","Liberal Party of Australia","LPA",63620,60,18.9,1977-12-01,1977,5469.75,3.5,4,4,3.667,3.667,1.5,4,3.667,7.333,6.667,7.667,6,7.333,0.272717355732519,,5,5,4,4,1,5,2,7,7,7,6,7,3,2,3,3,3,2,3,4,7,6,8,5,7,4,5,4,4,4,,,5,8,7,8,7,8
"63620_198010","Australia","Liberal Party of Australia","LPA",63620,60,27.5,1980-10-01,1980,11933.25,2,3,2.667,2.667,3,1.5,4,3,8,7.333,8.667,7.333,8,0.294117647058824,3,4,3,3,3,1,4,2,8,7,8,7,8,2,3,3,3,4,2,4,5,8,7,9,7,8,1,2,2,2,2,,,2,8,8,9,8,8
"63620_198303","Australia","Liberal Party of Australia","LPA",63620,60,25,1983-03-01,1983,18096.75,2.461,4.461,3.191,3.191,2.961,1.77,2.961,3.961,7.846,7.185,7.329,7.14,7.667,0.137022549470778,1.921,3.921,2.382,2.382,1.921,1.539,2.921,1.921,7.539,6.539,7,6.921,7,3,5,4,4,4,2,3,6,8,7.514,7.486,7,8,,,,,,,,,8,7.5,7.5,7.5,8
"63620_198412","Australia","Liberal Party of Australia","LPA",63620,60,35,1984-12-01,1984,9038.25,3,5.667,3,3.333,3.667,1.5,4.333,4,7.667,6.667,8.667,8.333,7.667,0.288111461405471,4,6,3,4,3,1,4,3,7,6,8,8,7,2,7,3,4,5,2,6,7,8,7,9,8,8,3,4,,2,3,,3,2,8,7,9,9,8
"63620_199003","Australia","Liberal Party of Australia","LPA",63620,60,27.2,1990-03-01,1990,7614,5.667,4.667,4,4.667,3.667,2,4.333,4,7,6.667,8.333,7,7.333,0.225781476821833,6,5,4,5,3,1,4,2,6,6,8,7,7,7,6,6,6,5,3,5,6,7,7,8,6,7,4,3,2,3,3,,4,,8,7,9,8,8
"63620_199303","Australia","Liberal Party of Australia","LPA",63620,60,34.198,1993-03-01,1993,5937.75,5.667,7.667,4.667,5.667,4.333,2.5,4.5,5,6.667,7,8,6,7,0.166666666666667,6,8,5,6,4,2,4,3,5,6,7,6,6,7,9,6,7,5,3,5,7,7,7,8,,7,4,6,3,4,4,,,5,8,8,9,,8
"63620_199810","Australia","Liberal Party of Australia","LPA",63620,60,48.458,1998-10-01,1998,3474,2,3,3,3,2.5,1.5,3,3,7.667,7.333,8.667,8,8,0.2,2,3,3,3,2,1,3,2,7,7,8,8,8,2,3,3,3,3,2,,4,8,7,9,8,8,,,,,,,,,8,8,9,8,8
"63620_200111","Australia","Liberal Party of Australia","LPA",63620,60,33.434,2001-11-01,2001,5445,2.5,5,3,3,4,1.5,5.667,4,7.333,7,8.333,7,7.333,0.373153040207755,3,5,3,3,4,1,6,2,6,,7,7,6,2,7,3,4,5,2,7,6,8,7,9,7,8,,3,,2,3,,4,,8,7,9,,8
"63620_200410","Australia","Liberal Party of Australia","LPA",63620,60,31.889,2004-10-01,2004,4866,3.5,5,4,3,4,1.5,4,4.5,7.667,6.333,8.667,7,7.667,0.25,4,6,4,4,4,1,5,2,7,5,8,7,7,3,6,4,4,4,2,3,7,8,7,9,7,8,,3,,1,,,,,8,7,9,,8
"63620_200711","Australia","Liberal Party of Australia","LPA",63620,60,42.012,2007-11-01,2007,3324.75,2.667,4.333,3.5,3,3.333,1.5,3.333,4,7.333,6,8.333,7.333,7.333,0.207517264802445,3,5,3,3,3,1,4,2,6,5,7,7,6,3,5,4,4,4,2,3,6,8,6,9,7,8,2,3,,2,3,,3,,8,7,9,8,8
"63620_201008","Australia","Liberal Party of Australia","LPA",63620,60,41.791,2010-08-01,2010,677.25,3.667,2.667,4,3,4.333,1.5,5.667,3.5,6.667,4,7.667,6.333,6.333,0.390644042373676,5,4,4,4,5,1,6,2,6,4,7,6,6,3,2,4,3,5,2,7,5,7,5,8,6,7,3,2,,2,3,,4,,7,3,8,7,6
"63620_201309","Australia","Liberal Party of Australia","LPA",63620,60,22.975,2013-09-01,2013,11094.75,2.667,5.333,2.667,3.333,4.333,1.5,5.667,4.5,7.667,6,8.667,7.333,7.667,0.35716122396503,3,6,3,3,3,1,4,2,7,6,8,7,7,2,6,3,4,5,2,7,7,8,7,9,7,8,3,4,2,3,5,,6,,8,5,9,8,8
"63620_201607","Australia","Liberal Party of Australia","LPA",63620,60,12.24,2016-07-01,2016,5201.25,2.5,4,2.5,2.5,4,2,4.5,4,7.667,6.5,8.667,7.333,7.667,0.238095238095238,3,5,3,3,4,1,5,2,7,6,8,7,7,2,3,2,2,4,3,4,6,8,7,9,7,8,,,,,,,,,8,,9,8,8
"63620_201905","Australia","Liberal Party of Australia","LPA",63620,60,-0.682,2019-05-01,2019,66201.75,2.548,3.667,3.224,2.692,2.774,1.417,3.383,3.337,7.323,6.994,8.004,7.161,7.498,0.241612387857933,2.644,4,3.839,3,2.322,1,2.983,2.178,6.322,5.983,7.161,6.839,6.661,2,3,2.833,2.833,3,1.833,3.167,3.833,7.833,7,8.167,6.8,7.833,3,4,3,2.243,3,,4,4,7.813,8,8.685,7.843,8
"63620_202205","Australia","Liberal Party of Australia","LPA",63620,60,5.29,2022-05-01,2022,124401,2.601,3.231,3.093,2.546,2.948,1.35,3.915,2.957,7.442,7.002,8.005,6.99,7.531,0.311967891024082,2.802,3.661,3.485,3.082,2.744,1,3.744,1.914,6.498,5.911,7.185,6.35,6.594,2,2.8,2.7,2.7,3.1,1.7,3.5,4,8,7.257,8.252,7,8,3,,,1.857,3,,4.5,,7.828,7.837,8.579,7.622,8
"63621_201008","Australia","Liberal National Party of Queensland","LNP",63621,60,41.791,2010-08-01,2010,677.25,4,3.667,4,3.667,5,2,6.333,3.5,6.667,4.5,7.667,6.5,6.667,0.366179328995183,5,4,4,4,6,1,7,2,6,4,7,6,6,3,4,4,4,5,3,7,5,7,5,8,,7,4,3,,3,4,,5,,7,,8,7,7
"63621_201309","Australia","Liberal National Party of Queensland","LNP",63621,60,22.975,2013-09-01,2013,11094.75,2.5,5.667,3,3.667,4.333,1.5,5.667,4,7.667,6.5,8.333,7,7.333,0.373153040207755,,6,3,4,4,1,6,2,7,6,8,7,7,2,7,3,4,5,2,7,6,8,7,8,7,8,3,4,,3,4,,4,,8,,9,,7
"63621_201607","Australia","Liberal National Party of Queensland","LNP",63621,60,12.24,2016-07-01,2016,5201.25,2,3.5,3,3,3.5,1.5,4.5,3.5,7.667,6,8,7,7.333,0.315789473684211,2,4,3,3,3,1,5,2,7,5,7,6,6,2,3,3,3,4,2,4,5,8,7,8,7,8,,,,,,,,,8,,9,8,8
"63621_201905","Australia","Liberal National Party of Queensland","LNP",63621,60,-0.682,2019-05-01,2019,66201.75,2.548,3.3,3.318,2.6,2.545,1.4,3.317,3.083,7.205,6.902,8.058,7.116,7.513,0.245769230769231,2.644,4,3.835,3,2.635,1,3.635,2,6.165,5.86,7.165,6.835,6.695,2,2.6,2.8,2.8,3,1.8,3,4.25,7.845,6.845,8.175,6.68,7.845,3,,,2,2,,,3,7.604,8,8.833,7.833,8
"63621_202205","Australia","Liberal National Party of Queensland","LNP",63621,60,5.29,2022-05-01,2022,124401,2.629,3.198,3.249,2.641,2.703,1.39,3.642,3.005,7.417,7.112,7.939,7.095,7.555,0.280204056239891,2.804,3.727,3.718,3.144,2.645,1,3.568,2,6.585,6.166,7.16,6.485,6.745,1.89,2.669,2.779,2.779,3.123,1.779,3.357,4.015,7.923,7.255,8.168,7,7.918,3.193,,,2,2.34,,4,3,7.742,7.914,8.489,7.8,8
"63622_201309","Australia","Country Liberal Party","CLP",63622,60,22.975,2013-09-01,2013,11094.75,2.667,4.333,2.333,2.667,4,1.5,5.333,3.5,7.667,6,8.667,7.333,7.667,0.370947449917739,3,6,3,3,3,1,4,2,7,,8,7,7,2,3,2,2,4,2,6,5,8,7,9,7,8,3,4,2,3,5,,6,,8,5,9,8,8
"63710_201309","Australia","Katter's Australian Party","KAT",63710,70,-8.844,2013-09-01,2013,5138.25,6.667,6,4.667,5.667,6,6,5.667,4.333,5.667,6,3.667,3.5,5,-0.0208125,7,7,5,6,6,6,5,4,5,,3,4,4,6,5,4,5,5,6,5,5,7,7,6,,7,7,6,5,6,7,6,7,4,5,5,2,3,4
"63710_201607","Australia","Katter's Australian Party","KAT",63710,70,-10,2016-07-01,2016,5210.25,5.667,6,4,4.333,6,5,6,4.5,7,6.5,5,3,6,0.0645161290322581,6,6,4,5,5,5,5,3,6,6,,4,,5,6,4,5,6,5,6,6,7,7,7,,7,6,,,3,7,,7,,8,,3,2,5
"63710_201905","Australia","Katter's Australian Party","KAT",63710,70,8.984,2019-05-01,2019,3018.75,5.333,4.667,5,4,4.333,2.5,3.5,5,5,5,7,3,4.667,0.0909090909090909,7,7,5,6,5,3,4,6,4,5,,3,4,3,2,,2,3,2,3,4,6,5,7,4,6,6,5,,4,5,,,5,5,,,2,4
"63710_202205","Australia","Katter's Australian Party","KAT",63710,70,14.815,2022-05-01,2022,414.75,6,5,4.5,5,4.667,4,5,4.667,7,,6.667,,7,0.0731689470988512,6,5,5,5,4,3,4,4,6,,6,,6,6,5,4,5,5,5,6,4,7,,6,,7,6,,,5,5,,,6,8,,8,,8
"63810_196112","Australia","Country Party","CP",63810,80,-2.4,1961-12-01,1961,1065,2.5,2.5,3.5,3,3.5,1.5,5,3.5,7.333,5,7,6.5,6,0.35,2,3,3,3,3,1,4,2,7,5,,6,6,3,2,4,3,4,2,6,5,7,,7,,6,,,,,,,,,8,,,7,6
"63810_196311","Australia","Country Party","CP",63810,80,4.7,1963-11-01,1963,899.25,2,4,2,2,3,2.5,2.5,3.5,5.667,,7,,5,0,2,4,2,2,3,2,3,3,5,,,,,2,3,,2,3,3,2,4,5,,7,,4,,5,,2,,,,,7,,,,6
"63810_196611","Australia","Country Party","CP",63810,80,8.3,1966-11-01,1966,1698,1,3.5,2.5,2,3.5,2,4,4.5,7.333,6.667,7.333,6.333,7,0.19047619047619,1,4,3,2,3,2,5,3,6,5,7,6,6,,3,2,2,4,2,3,6,8,7,8,6,7,,,,,,,,,8,8,7,7,8
